OrderID,Date,Region,Product,Quantity,Price
1122,2025-12-16,East,Mobile,3,20000
1123,2025-02-07,East,Mobile,9,20000
1124,2025-04-30,North,Laptop,7,50000
1125,2025-03-25,East,Mobile,9,20000
1126,2025-09-15,East,Chair,2,3000
1127,2025-05-05,North,Chair,10,3000
1128,2025-04-09,South,Laptop,4,50000
1129,2025-10-06,East,Table,1,10000
1130,2025-10-20,West,Mobile,2,20000
1131,2025-09-25,East,Mobile,3,20000
1132,2025-12-17,East,Mobile,2,20000
1133,2025-01-25,South,Mobile,8,20000
1134,2025-07-28,East,Chair,4,3000
1135,2025-06-23,South,Laptop,6,50000
1136,2025-03-12,East,Mobile,10,20000
1137,2025-10-16,East,Chair,2,3000
1138,2025-02-26,South,Laptop,5,50000
1139,2025-12-02,West,Mobile,6,20000
1140,2025-09-07,South,Table,4,10000
1141,2025-04-10,East,Table,3,10000
1142,2025-02-07,West,Table,4,10000
1143,2025-10-17,South,Chair,6,3000
1144,2025-05-23,East,Chair,6,3000
1145,2025-01-18,North,Mobile,2,20000
1146,2025-05-16,South,Chair,7,3000
1147,2025-09-14,East,Laptop,7,50000
1148,2025-01-25,South,Table,10,10000
1149,2025-01-30,East,Table,9,10000
1150,2025-06-23,East,Laptop,1,50000
1151,2025-07-05,West,Mobile,9,20000
1152,2025-09-06,West,Table,6,10000
1153,2025-01-24,North,Table,10,10000
1154,2025-12-22,South,Laptop,9,50000
1155,2025-10-11,East,Table,4,10000
1156,2025-04-17,West,Chair,9,3000
1157,2025-10-18,West,Table,7,10000
1158,2025-03-19,West,Laptop,10,50000
1159,2025-03-10,East,Mobile,5,20000
1160,2025-04-23,West,Table,5,10000
1161,2025-12-01,South,Table,2,10000
1162,2025-10-26,North,Chair,5,3000
1163,2025-11-21,South,Mobile,1,20000
1164,2025-04-25,East,Laptop,8,50000
1165,2025-01-18,North,Mobile,7,20000
1166,2025-11-30,North,Table,2,10000
1167,2025-05-24,South,Chair,1,3000
1168,2025-01-22,North,Laptop,7,50000
1169,2025-07-28,East,Chair,5,3000
1170,2025-09-19,North,Table,10,10000
1171,2025-11-25,West,Chair,4,3000
1172,2025-06-14,South,Laptop,4,50000
1173,2025-12-12,North,Mobile,7,20000
1174,2025-01-22,North,Laptop,3,50000
1175,2025-07-23,North,Table,9,10000
1176,2025-06-15,North,Chair,6,3000
1177,2025-07-05,South,Chair,9,3000
1178,2025-06-08,West,Chair,8,3000
1179,2025-08-22,South,Chair,5,3000
1180,2025-07-04,East,Table,4,10000
1181,2025-10-05,South,Laptop,10,50000
1182,2025-06-19,West,Laptop,5,50000
1183,2025-02-28,South,Mobile,5,20000
1184,2025-07-24,West,Chair,4,3000
1185,2025-11-29,North,Table,4,10000
1186,2025-06-13,South,Mobile,4,20000
1187,2025-07-04,West,Mobile,8,20000
1188,2025-02-11,West,Mobile,8,20000
1189,2025-12-20,West,Laptop,6,50000
1190,2025-10-29,East,Mobile,2,20000
1191,2025-12-18,North,Mobile,10,20000
1192,2025-12-28,South,Chair,2,3000
1193,2025-12-13,West,Table,10,10000
1194,2025-10-23,North,Table,4,10000
1195,2025-05-21,West,Table,8,10000
1196,2025-09-06,South,Chair,8,3000
1197,2025-12-23,South,Table,2,10000
1198,2025-11-26,North,Chair,4,3000
1199,2025-07-28,East,Laptop,5,50000
1200,2025-06-13,East,Laptop,5,50000
1201,2025-04-10,East,Chair,9,3000
1202,2025-04-13,South,Laptop,6,50000
1203,2025-11-28,East,Laptop,6,50000
1204,2025-12-31,North,Chair,6,3000
1205,2025-11-23,East,Chair,3,3000
1206,2025-08-07,North,Table,1,10000
1207,2025-05-27,East,Chair,1,3000
1208,2025-06-26,West,Mobile,1,20000
1209,2025-07-05,East,Table,8,10000
1210,2025-10-18,North,Mobile,1,20000
1211,2025-07-15,East,Laptop,10,50000
1212,2025-11-08,West,Laptop,4,50000
1213,2025-12-30,North,Table,4,10000
1214,2025-05-29,West,Table,4,10000
1215,2025-11-26,East,Table,2,10000
1216,2025-10-02,East,Chair,8,3000
1217,2025-11-26,North,Laptop,5,50000
1218,2025-04-01,North,Laptop,4,50000
1219,2025-04-12,North,Mobile,6,20000
1220,2025-06-29,North,Laptop,1,50000
1221,2025-08-11,West,Table,2,10000
1222,2025-04-02,North,Mobile,4,20000
1223,2025-02-08,West,Mobile,6,20000
1224,2025-04-22,North,Mobile,2,20000
1225,2025-09-23,South,Mobile,4,20000
1226,2025-02-21,South,Mobile,5,20000
1227,2025-04-15,South,Laptop,10,50000
1228,2025-04-11,South,Laptop,6,50000
1229,2025-07-28,East,Chair,9,3000
1230,2025-03-21,West,Chair,10,3000
1231,2025-03-22,South,Laptop,3,50000
1232,2025-06-07,South,Laptop,4,50000
1233,2025-03-13,West,Laptop,9,50000
1234,2025-09-24,South,Mobile,3,20000
1235,2025-01-21,West,Mobile,7,20000
1236,2025-07-27,East,Chair,5,3000
1237,2025-08-08,West,Mobile,2,20000
1238,2025-11-07,East,Mobile,8,20000
1239,2025-05-13,East,Laptop,1,50000
1240,2025-02-17,West,Mobile,2,20000
1241,2025-02-01,East,Chair,6,3000
1242,2025-09-27,East,Laptop,6,50000
1243,2025-11-24,North,Table,10,10000
1244,2025-05-13,South,Mobile,10,20000
1245,2025-05-25,West,Chair,1,3000
1246,2025-02-20,South,Table,8,10000
1247,2025-04-05,West,Mobile,1,20000
1248,2025-12-19,South,Mobile,8,20000
1249,2025-10-03,West,Laptop,1,50000
1250,2025-01-04,East,Chair,5,3000
1251,2025-12-27,East,Table,6,10000
1252,2026-01-01,South,Table,10,10000
1253,2025-11-16,South,Laptop,8,50000
1254,2025-12-06,West,Laptop,3,50000
1255,2025-03-18,East,Mobile,7,20000
1256,2025-07-22,South,Laptop,6,50000
1257,2025-02-09,North,Mobile,4,20000
1258,2025-06-27,South,Chair,7,3000
1259,2025-03-15,East,Laptop,3,50000
1260,2025-01-12,South,Laptop,3,50000
1261,2025-06-11,North,Table,3,10000
1262,2025-09-22,North,Chair,5,3000
1263,2025-02-06,East,Chair,7,3000
1264,2025-09-19,West,Chair,3,3000
1265,2025-10-29,East,Mobile,7,20000
1266,2025-04-01,North,Chair,10,3000
1267,2025-12-24,North,Mobile,2,20000
1268,2025-03-11,West,Table,6,10000
1269,2025-06-02,North,Laptop,8,50000
1270,2025-04-09,East,Laptop,2,50000
1271,2025-08-07,South,Laptop,9,50000
1272,2025-09-14,West,Chair,10,3000
1273,2025-04-27,West,Table,8,10000
1274,2025-08-30,East,Mobile,6,20000
1275,2025-09-03,South,Laptop,4,50000
1276,2025-02-28,East,Chair,6,3000
1277,2025-04-15,North,Mobile,9,20000
1278,2025-11-19,North,Mobile,9,20000
1279,2025-04-25,East,Table,10,10000
1280,2025-02-25,East,Chair,9,3000
1281,2025-02-07,South,Mobile,7,20000
1282,2025-06-06,East,Chair,5,3000
1283,2025-09-21,West,Table,2,10000
1284,2025-09-10,South,Table,10,10000
1285,2025-05-25,East,Mobile,1,20000
1286,2025-05-22,North,Table,5,10000
1287,2025-02-04,East,Laptop,5,50000
1288,2025-08-04,East,Table,2,10000
1289,2025-11-30,South,Laptop,3,50000
1290,2025-05-16,North,Mobile,10,20000
1291,2025-02-08,East,Laptop,1,50000
1292,2025-03-07,West,Laptop,2,50000
1293,2025-11-29,East,Chair,10,3000
1294,2025-08-29,East,Table,10,10000
1295,2025-01-29,West,Laptop,4,50000
1296,2025-10-18,North,Table,2,10000
1297,2025-12-23,West,Mobile,2,20000
1298,2025-09-23,East,Laptop,6,50000
1299,2025-06-13,West,Table,4,10000
1300,2025-07-17,North,Table,5,10000
1301,2025-01-03,West,Chair,5,3000
1302,2025-04-17,North,Mobile,5,20000
1303,2025-07-18,West,Chair,8,3000
1304,2025-09-20,North,Table,8,10000
1305,2025-09-30,North,Mobile,10,20000
1306,2025-11-21,South,Table,1,10000
1307,2025-05-20,West,Table,7,10000
1308,2025-10-07,East,Table,7,10000
1309,2025-05-12,East,Chair,2,3000
1310,2025-05-09,West,Mobile,7,20000
1311,2025-09-29,North,Mobile,4,20000
1312,2025-08-16,East,Chair,8,3000
1313,2025-08-03,North,Laptop,5,50000
1314,2025-07-11,South,Table,8,10000
1315,2025-02-10,South,Table,6,10000
1316,2025-02-12,East,Mobile,4,20000
1317,2025-07-11,East,Mobile,5,20000
1318,2025-07-27,North,Chair,7,3000
1319,2025-01-31,East,Mobile,1,20000
1320,2025-02-07,South,Laptop,9,50000
1321,2025-04-01,North,Laptop,1,50000
1322,2025-06-02,North,Mobile,7,20000
1323,2025-01-13,South,Mobile,7,20000
1324,2025-12-21,West,Laptop,9,50000
1325,2025-10-16,South,Laptop,6,50000
1326,2025-02-21,West,Laptop,1,50000
1327,2025-06-15,West,Laptop,10,50000
1328,2025-11-02,South,Mobile,6,20000
1329,2025-01-07,East,Table,5,10000
1330,2025-12-04,East,Table,2,10000
1331,2025-06-05,East,Table,2,10000
1332,2025-10-22,North,Chair,8,3000
1333,2025-06-26,South,Mobile,2,20000
1334,2025-08-24,South,Chair,7,3000
1335,2025-02-18,South,Mobile,2,20000
1336,2025-04-06,South,Chair,3,3000
1337,2025-07-09,South,Table,4,10000
1338,2025-01-12,East,Mobile,8,20000
1339,2025-01-05,West,Chair,8,3000
1340,2025-10-05,North,Laptop,9,50000
1341,2025-08-01,South,Chair,5,3000
1342,2025-10-23,South,Chair,8,3000
1343,2025-09-18,East,Mobile,4,20000
1344,2025-12-13,South,Table,4,10000
1345,2025-08-06,East,Mobile,5,20000
1346,2025-07-01,East,Table,8,10000
1347,2025-10-11,South,Laptop,7,50000
1348,2025-01-26,North,Chair,9,3000
1349,2025-06-09,West,Chair,4,3000
1350,2025-01-21,West,Chair,5,3000
1351,2025-03-30,East,Laptop,1,50000
1352,2025-03-31,West,Chair,10,3000
1353,2025-04-04,West,Chair,3,3000
1354,2025-05-31,North,Laptop,5,50000
1355,2025-05-27,South,Laptop,2,50000
1356,2025-10-05,South,Mobile,5,20000
1357,2025-11-12,South,Mobile,4,20000
1358,2025-06-22,North,Mobile,5,20000
1359,2025-03-30,East,Chair,10,3000
1360,2025-06-21,West,Table,10,10000
1361,2025-04-20,South,Mobile,3,20000
1362,2025-05-31,North,Mobile,10,20000
1363,2025-01-20,South,Laptop,9,50000
1364,2025-08-03,West,Chair,6,3000
1365,2025-09-05,East,Mobile,8,20000
1366,2025-04-28,North,Mobile,3,20000
1367,2025-08-18,South,Table,8,10000
1368,2025-12-16,West,Chair,2,3000
1369,2025-07-06,West,Laptop,4,50000
1370,2025-07-14,East,Laptop,5,50000
1371,2025-04-15,North,Laptop,7,50000
1372,2025-11-15,East,Chair,8,3000
1373,2025-10-19,East,Mobile,3,20000
1374,2025-01-16,North,Table,7,10000
1375,2025-02-19,South,Laptop,7,50000
1376,2025-01-08,West,Laptop,10,50000
1377,2025-07-08,North,Table,3,10000
1378,2025-12-05,West,Chair,5,3000
1379,2025-12-28,East,Table,6,10000
1380,2025-03-25,North,Chair,9,3000
1381,2025-02-19,East,Laptop,10,50000
1382,2025-12-31,West,Laptop,6,50000
1383,2025-10-25,North,Chair,8,3000
1384,2025-02-11,South,Laptop,2,50000
1385,2025-09-14,South,Laptop,6,50000
1386,2025-05-07,East,Laptop,3,50000
1387,2025-09-14,West,Chair,4,3000
1388,2025-11-23,North,Chair,1,3000
1389,2025-07-29,East,Table,9,10000
1390,2025-02-23,West,Chair,10,3000
1391,2025-10-03,West,Laptop,4,50000
1392,2025-10-21,South,Mobile,9,20000
1393,2025-08-27,West,Laptop,2,50000
1394,2025-05-05,West,Table,5,10000
1395,2025-07-10,East,Table,9,10000
1396,2025-12-02,North,Chair,6,3000
1397,2025-11-15,East,Chair,9,3000
1398,2025-10-31,South,Mobile,2,20000
1399,2025-09-24,West,Laptop,1,50000
1400,2025-02-01,North,Chair,7,3000
1401,2025-10-15,South,Table,3,10000
1402,2025-02-12,North,Table,2,10000
1403,2025-06-30,North,Chair,7,3000
1404,2025-08-01,North,Table,7,10000
1405,2025-10-16,North,Laptop,7,50000
1406,2025-10-29,East,Laptop,3,50000
1407,2025-11-07,South,Laptop,1,50000
1408,2025-01-07,North,Chair,5,3000
1409,2025-07-13,West,Chair,1,3000
1410,2025-09-15,West,Mobile,6,20000
1411,2025-05-27,South,Chair,9,3000
1412,2025-05-24,South,Mobile,7,20000
1413,2025-06-24,West,Chair,8,3000
1414,2025-09-12,North,Chair,5,3000
1415,2025-01-06,West,Table,8,10000
1416,2025-06-24,South,Laptop,4,50000
1417,2025-05-30,West,Table,1,10000
1418,2025-01-31,East,Laptop,4,50000
1419,2025-06-23,North,Laptop,4,50000
1420,2025-02-08,North,Table,1,10000
1421,2025-06-13,North,Chair,9,3000
1422,2025-08-18,North,Table,3,10000
1423,2025-07-23,East,Mobile,6,20000
1424,2025-02-18,South,Chair,8,3000
1425,2025-12-11,South,Chair,8,3000
1426,2025-08-30,East,Laptop,5,50000
1427,2025-02-14,South,Mobile,3,20000
1428,2025-12-24,North,Laptop,5,50000
1429,2025-03-17,South,Mobile,2,20000
1430,2025-10-20,South,Chair,1,3000
1431,2025-07-10,West,Laptop,4,50000
1432,2025-07-02,East,Chair,4,3000
1433,2025-11-04,North,Laptop,1,50000
1434,2025-01-15,South,Laptop,9,50000
1435,2025-06-17,South,Laptop,7,50000
1436,2025-07-03,North,Chair,4,3000
1437,2025-09-09,South,Table,4,10000
1438,2025-09-16,West,Table,8,10000
1439,2025-05-25,East,Laptop,10,50000
1440,2025-07-27,West,Chair,8,3000
1441,2025-07-09,North,Mobile,10,20000
1442,2025-02-11,South,Chair,10,3000
1443,2025-12-08,South,Chair,1,3000
1444,2025-12-31,West,Chair,2,3000
1445,2025-06-14,East,Chair,7,3000
1446,2025-09-04,South,Laptop,3,50000
1447,2025-09-19,West,Mobile,7,20000
1448,2025-01-16,West,Mobile,5,20000
1449,2025-03-31,South,Laptop,6,50000
1450,2025-03-24,North,Mobile,1,20000
1451,2025-01-05,West,Chair,2,3000
1452,2025-06-11,West,Laptop,7,50000
1453,2025-07-24,South,Chair,5,3000
1454,2025-03-19,West,Chair,2,3000
1455,2025-10-23,East,Chair,7,3000
1456,2025-12-02,East,Mobile,9,20000
1457,2025-06-04,East,Table,3,10000
1458,2025-04-01,East,Table,2,10000
1459,2025-07-02,East,Table,9,10000
1460,2025-04-10,North,Chair,3,3000
1461,2025-11-15,South,Mobile,2,20000
1462,2025-07-15,North,Chair,9,3000
1463,2025-09-24,West,Mobile,1,20000
1464,2025-10-20,East,Laptop,7,50000
1465,2025-05-03,South,Mobile,3,20000
1466,2025-12-26,South,Table,3,10000
1467,2025-11-26,South,Chair,5,3000
1468,2025-05-15,West,Table,8,10000
1469,2025-05-06,North,Laptop,7,50000
1470,2025-06-24,North,Table,2,10000
1471,2025-12-30,West,Table,4,10000
1472,2025-03-13,North,Laptop,6,50000
1473,2025-08-02,North,Table,3,10000
1474,2025-01-06,West,Table,4,10000
1475,2025-05-22,West,Laptop,2,50000
1476,2025-05-11,South,Laptop,2,50000
1477,2025-04-23,West,Mobile,3,20000
1478,2025-05-21,South,Table,3,10000
1479,2025-03-18,South,Laptop,8,50000
1480,2025-05-19,South,Mobile,8,20000
1481,2025-03-14,South,Laptop,6,50000
1482,2025-06-08,North,Table,10,10000
1483,2025-02-18,South,Table,3,10000
1484,2025-06-30,East,Table,7,10000
1485,2025-10-16,South,Laptop,10,50000
1486,2025-12-04,South,Mobile,2,20000
1487,2025-10-12,West,Chair,5,3000
1488,2025-05-09,South,Chair,2,3000
1489,2025-02-03,South,Mobile,1,20000
1490,2025-11-01,East,Chair,2,3000
1491,2025-03-17,South,Laptop,8,50000
1492,2025-06-18,West,Table,2,10000
1493,2025-12-21,North,Laptop,4,50000
1494,2025-06-21,West,Chair,7,3000
1495,2025-07-18,West,Table,6,10000
1496,2025-04-13,West,Table,1,10000
1497,2025-05-31,West,Chair,10,3000
1498,2025-06-19,North,Laptop,8,50000
1499,2025-01-19,North,Table,5,10000
1500,2025-06-29,South,Mobile,6,20000
1501,2025-09-25,West,Mobile,8,20000
1502,2025-05-25,North,Laptop,4,50000
1503,2025-02-26,West,Table,6,10000
1504,2025-04-02,West,Mobile,1,20000
1505,2025-06-16,South,Table,10,10000
1506,2025-06-30,West,Mobile,5,20000
1507,2025-08-01,West,Chair,6,3000
1508,2025-10-26,East,Mobile,5,20000
1509,2025-02-09,West,Table,1,10000
1510,2025-12-09,South,Table,1,10000
1511,2025-06-10,East,Laptop,6,50000
1512,2025-02-22,South,Chair,4,3000
1513,2025-01-22,West,Chair,1,3000
1514,2025-10-25,South,Laptop,10,50000
1515,2025-10-10,East,Table,1,10000
1516,2025-08-02,North,Mobile,1,20000
1517,2025-11-07,South,Table,10,10000
1518,2025-09-03,East,Laptop,4,50000
1519,2025-05-06,West,Laptop,10,50000
1520,2025-10-27,West,Chair,3,3000
1521,2025-12-25,South,Chair,7,3000
1522,2025-01-07,South,Table,1,10000
1523,2025-04-05,North,Table,1,10000
1524,2025-08-15,North,Chair,6,3000
1525,2025-06-15,West,Chair,7,3000
1526,2025-08-20,West,Laptop,6,50000
1527,2025-08-10,East,Table,1,10000
1528,2025-06-16,West,Mobile,7,20000
1529,2025-03-20,East,Mobile,5,20000
1530,2025-03-27,West,Mobile,2,20000
1531,2025-06-03,East,Table,5,10000
1532,2025-03-10,North,Mobile,7,20000
1533,2025-05-02,East,Table,7,10000
1534,2025-07-12,East,Chair,3,3000
1535,2025-08-22,North,Chair,8,3000
1536,2025-06-11,South,Mobile,6,20000
1537,2025-02-08,South,Chair,6,3000
1538,2025-09-03,West,Laptop,5,50000
1539,2025-05-30,North,Laptop,7,50000
1540,2025-01-26,North,Table,7,10000
1541,2025-02-18,West,Chair,1,3000
1542,2025-10-03,West,Laptop,9,50000
1543,2025-08-04,West,Laptop,5,50000
1544,2025-04-12,East,Mobile,1,20000
1545,2025-03-04,West,Chair,8,3000
1546,2025-10-30,East,Mobile,3,20000
1547,2025-01-28,North,Laptop,4,50000
1548,2025-10-13,West,Chair,6,3000
1549,2025-02-11,South,Mobile,5,20000
1550,2025-06-22,North,Laptop,8,50000
1551,2025-08-26,West,Mobile,2,20000
1552,2025-03-26,East,Laptop,4,50000
1553,2025-05-01,West,Table,6,10000
1554,2025-10-03,East,Chair,3,3000
1555,2025-02-02,West,Table,4,10000
1556,2025-04-15,South,Laptop,3,50000
1557,2025-09-03,South,Laptop,3,50000
1558,2025-11-25,South,Laptop,1,50000
1559,2025-09-07,West,Chair,8,3000
1560,2025-02-08,South,Chair,1,3000
1561,2025-06-03,South,Table,8,10000
1562,2025-03-25,North,Chair,7,3000
1563,2025-03-22,West,Mobile,4,20000
1564,2025-08-24,East,Table,8,10000
1565,2025-12-31,North,Laptop,1,50000
1566,2025-02-05,East,Chair,1,3000
1567,2025-11-03,North,Chair,2,3000
1568,2025-08-30,West,Laptop,9,50000
1569,2025-03-10,South,Mobile,4,20000
1570,2025-02-13,East,Laptop,10,50000
1571,2025-12-24,South,Chair,7,3000
1572,2025-02-19,West,Mobile,8,20000
1573,2025-11-10,North,Chair,2,3000
1574,2025-02-15,West,Mobile,8,20000
1575,2025-06-26,North,Laptop,10,50000
1576,2025-02-10,South,Table,1,10000
1577,2025-04-25,West,Mobile,10,20000
1578,2025-04-01,North,Chair,7,3000
1579,2025-11-18,East,Laptop,5,50000
1580,2025-07-27,North,Table,4,10000
1581,2025-09-03,South,Laptop,7,50000
1582,2025-02-17,West,Laptop,9,50000
1583,2025-05-11,West,Laptop,7,50000
1584,2025-06-09,North,Chair,9,3000
1585,2025-03-11,North,Mobile,1,20000
1586,2025-02-19,East,Mobile,8,20000
1587,2025-06-13,South,Table,10,10000
1588,2025-02-15,South,Table,9,10000
1589,2025-07-28,North,Table,3,10000
1590,2025-12-08,South,Mobile,6,20000
1591,2025-08-13,East,Mobile,3,20000
1592,2025-08-01,North,Chair,1,3000
1593,2025-06-02,West,Laptop,3,50000
1594,2025-01-22,South,Mobile,10,20000
1595,2025-11-24,South,Chair,7,3000
1596,2025-08-16,East,Laptop,4,50000
1597,2025-01-17,South,Table,5,10000
1598,2025-12-21,East,Table,9,10000
1599,2025-06-23,North,Table,9,10000
1600,2025-08-25,North,Chair,9,3000
1601,2025-08-15,West,Chair,9,3000
1602,2025-09-21,West,Chair,6,3000
1603,2025-12-24,West,Laptop,10,50000
1604,2025-10-31,East,Chair,2,3000
1605,2025-05-04,North,Mobile,3,20000
1606,2025-11-12,East,Mobile,3,20000
1607,2025-12-02,North,Laptop,10,50000
1608,2025-03-16,North,Mobile,8,20000
1609,2025-04-08,North,Table,1,10000
1610,2025-08-07,North,Table,1,10000
1611,2025-06-22,East,Table,2,10000
1612,2025-07-12,West,Table,4,10000
1613,2025-11-29,East,Table,5,10000
1614,2025-07-05,South,Chair,9,3000
1615,2025-11-06,North,Mobile,8,20000
1616,2025-01-12,West,Laptop,10,50000
1617,2025-01-05,East,Mobile,8,20000
1618,2025-11-14,South,Laptop,7,50000
1619,2025-02-24,North,Chair,1,3000
1620,2025-05-29,West,Chair,8,3000
1621,2025-12-26,South,Mobile,10,20000
1622,2025-08-07,West,Table,3,10000
1623,2025-09-19,East,Chair,10,3000
1624,2025-10-13,South,Laptop,9,50000
1625,2025-09-19,East,Table,4,10000
1626,2025-06-16,South,Table,7,10000
1627,2025-03-16,South,Mobile,3,20000
1628,2025-07-15,North,Mobile,8,20000
1629,2025-02-01,West,Laptop,4,50000
1630,2025-04-17,North,Laptop,5,50000
1631,2025-03-25,East,Table,5,10000
1632,2025-03-21,North,Table,2,10000
1633,2025-10-16,North,Table,8,10000
1634,2025-01-07,North,Chair,7,3000
1635,2025-10-01,East,Chair,9,3000
1636,2025-12-02,East,Mobile,10,20000
1637,2025-10-05,West,Chair,6,3000
1638,2025-10-27,East,Chair,10,3000
1639,2025-09-08,South,Laptop,6,50000
1640,2025-08-15,West,Chair,7,3000
1641,2025-04-26,West,Table,2,10000
1642,2025-11-24,West,Mobile,9,20000
1643,2025-11-19,North,Mobile,4,20000
1644,2025-12-13,North,Chair,2,3000
1645,2025-02-04,West,Mobile,5,20000
1646,2025-02-11,North,Mobile,8,20000
1647,2025-08-28,North,Table,7,10000
1648,2025-10-03,West,Mobile,9,20000
1649,2025-03-05,North,Chair,10,3000
1650,2025-05-22,East,Laptop,5,50000
1651,2025-09-15,East,Chair,8,3000
1652,2025-06-27,East,Chair,7,3000
1653,2025-04-28,West,Table,3,10000
1654,2025-09-06,West,Table,3,10000
1655,2025-06-02,South,Mobile,2,20000
1656,2025-05-11,South,Laptop,6,50000
